"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
"PAAD_lncRNA.txt","Gene expression data for long-noncoding RNAs of the PAAD cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/PAAD_lncRNA.txt","PAAD"
"PCPG_lncRNA.txt","Gene expression data for long-noncoding RNAs of the PCPG cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/PCPG_lncRNA.txt","PCPG"
"PRAD_lncRNA.txt","Gene expression data for long-noncoding RNAs of the PRAD cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/PRAD_lncRNA.txt","PRAD"
"READ_lncRNA.txt","Gene expression data for long-noncoding RNAs of the READ cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/READ_lncRNA.txt","READ"
"SARC_lncRNA.txt","Gene expression data for long-noncoding RNAs of the SARC cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/SARC_lncRNA.txt","SARC"
"SKCM_lncRNA.txt","Gene expression data for long-noncoding RNAs of the SKCM cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/SKCM_lncRNA.txt","SKCM"
"STAD_lncRNA.txt","Gene expression data for long-noncoding RNAs of the STAD cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/STAD_lncRNA.txt","STAD"
"TGCT_lncRNA.txt","Gene expression data for long-noncoding RNAs of the TGCT cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/TGCT_lncRNA.txt","TGCT"
"THCA_lncRNA.txt","Gene expression data for long-noncoding RNAs of the THCA cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/THCA_lncRNA.txt","THCA"
"THYM_lncRNA.txt","Gene expression data for long-noncoding RNAs of the THYM cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/THYM_lncRNA.txt","THYM"
"UCEC_lncRNA.txt","Gene expression data for long-noncoding RNAs of the UCEC cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/UCEC_lncRNA.txt","UCEC"
"UCS_lncRNA.txt","Gene expression data for long-noncoding RNAs of the UCS cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/UCS_lncRNA.txt","UCS"
"UVM_lncRNA.txt","Gene expression data for long-noncoding RNAs of the UVM cancer from The Cancer Genome Atlas","3.15","","TXT","https://github.com/gevaertlab/lncRNA_pancancer","March 25 2022","Homo sapiens","9606","","Stanford University","Yuanning Zheng <eric2021@stanford.edu>","matrix","FilePath","EpiMix.data/UVM_lncRNA.txt","UVM"
